sample_group,product_key,platform,product_id,product_name,brand,category,base_skin_type,total_review_count,skin_review_count,skin_positive_count,skin_neutral_count,skin_negative_count,skin_positive_rate,skin_neutral_rate,skin_negative_rate,skin_confidence_label,caution_level,caution_message,top_skin_need_tags,top_skin_concern_tags,skin_concern_code_count,manual_check_note
high_negative_signal_samples,oliveyoung::A000000254112,oliveyoung,A000000254112,[1+1/토이 스토리] 이니스프리 레티놀 시카 흔적 앰플 30ml 리필 기획 토이 스토리 5 에디션,이니스프리,skincare,건성,273,17,9,3,5,0.5294,0.1765,0.2941,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 미백, 각질, 주름, 탄력",1,neg_review_text 샘플: [이거 쓰고 피부 빨개지고 벗겨짐… 한동안 피부 회복시키려고 애씀 나랑은 안 맞는 듯 완전 민감성이신 분들은 구매 X]
high_negative_signal_samples,oliveyoung::A000000207439,oliveyoung,A000000207439,[블랙헤드케어템]브링그린 티트리 시카 포어 코팩 5매입,브링그린,maskpack,복합성,278,27,12,4,11,0.4444,0.1481,0.4074,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 각질, 보습, 주름, 트러블",4,neg_review_text 샘플: [피부 예민한 저에게 자극이 너무 강해요…^^ 팩 붙인 곳 전채가 네모낳게 붉게 부어서 학교 알바 다니면서 너무 고통스러웠어요 원인이 이게 아닌가 싶어서 다시 사용해 보고 세정도 꼼꼼하게 해 봤는데 또 붉게 부어오르더]
high_negative_signal_samples,musinsa::5648932,musinsa,5648932,[2pack] 마데카소사이드 수분 흔적 리페어 세럼 40ml+수분 흔적 리페어 크림 50ml (패드+선세럼 추가 증정),mediheal,beauty,민감성,26,6,4,0,2,0.6667,0.0,0.3333,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,"트러블, 진정, 보습, 유수분 조절, 모공",,0,neg_review_text 샘플: [일단 여드름이 진짜 3일만에 많이 들어갔고요 붉은기흔적도 많이 옅어졌어요 이거 다쓰면 한번더 사서쓰려고요]
high_negative_signal_samples,oliveyoung::A000000207640,oliveyoung,A000000207640,[블랙헤드/모공세정] 닥터지 그린딥 포어 클렌징밤 100ml 더블/단품,닥터지,cleansing,민감성,281,12,7,0,5,0.5833,0.0,0.4167,참고 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"미백, 주름, 보습, 트러블, 홍조",0,neg_review_text 샘플: [굳이… 두세번 써보고 방치중이예요.. 재구매 안할 것 같고 비추..]
insufficient_evidence_samples,oliveyoung::A000000229695,oliveyoung,A000000229695,[장도연 PICK/초밀착 세럼팩] 메디힐 랩핑 세럼 마스크 10매 6종,메디힐,maskpack,중성,314,2,0,0,2,0.0,0.0,1.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"모공, 보습, 미백, 주름",0,skin_review_count=2 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000231589,oliveyoung,A000000231589,[5월 올영픽][대용량] 제로이드 수딩 크림 80ml 기획 (+50ml),제로이드,skincare,중성,285,3,2,1,0,0.6667,0.3333,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"모공, 미백, 주름",2,skin_review_count=3 (0~4이면 정상)
insufficient_evidence_samples,musinsa::4858297,musinsa,4858297,[수분광/파데프리] 비건 화이트 톤업 크림 50ml,9wishes,beauty,지성,24,3,3,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"모공, 탄력, 트러블, 유수분 조절",,0,skin_review_count=3 (0~4이면 정상)
insufficient_evidence_samples,musinsa::5183901,musinsa,5183901,소나무 시카 딥 포어 클렌징 오일 200ml + 선크림 40ml,roundlab,beauty,복합성,3,3,3,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"진정, 보습, 모공, 탄력, 유수분 조절",,0,skin_review_count=3 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000254466,oliveyoung,A000000254466,[NEW/단독선런칭] 바이오던스 리포좀 버블 부스터 95ml 2종 택 1 (콜라겐/캐비어 PDRN),바이오던스,maskpack,중성,188,2,2,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 보습, 주름, 모공",0,skin_review_count=2 (0~4이면 정상)
insufficient_evidence_samples,musinsa::3317772,musinsa,3317772,데일리 마일드 선 플루이드 50ml SPF 50+ PA++++,village11factory,beauty,건성,15,2,1,1,0,0.5,0.5,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"진정, 보습, 탄력",,0,skin_review_count=2 (0~4이면 정상)
insufficient_evidence_samples,musinsa::4858297,musinsa,4858297,[수분광/파데프리] 비건 화이트 톤업 크림 50ml,9wishes,beauty,민감성,24,4,2,2,0,0.5,0.5,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"탄력, 진정, 보습, 모공, 트러블",,0,skin_review_count=4 (0~4이면 정상)
insufficient_evidence_samples,musinsa::3069109,musinsa,3069109,PDRN 스킨케어 SET 연어앰플2개+연어크림1개+연어토너1개+마스크팩 5매SET 1개+선리젠페어 1개,coopy,beauty,민감성,1,1,1,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"유수분 조절, 영양공급, 모공",,0,skin_review_count=1 (0~4이면 정상)
insufficient_evidence_samples,musinsa::5449549,musinsa,5449549,글로우 핏 파운데이션 (110호/115호) + 브러쉬 세트 30ml,beontime,beauty,복합성,3,3,3,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"진정, 보습, 유수분 조절, 모공, 트러블",,0,skin_review_count=3 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000232494,oliveyoung,A000000232494,[단독기획] 아누아 어성초 센텔라 레드 스팟 크림 30g 2입,아누아,skincare,중성,228,1,1,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,,0,skin_review_count=1 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000255680,oliveyoung,A000000255680,[6/1 하루특가]메디큐브 PDRN 핑크 콜라겐 젤리 미스트 100ml 더블기획(+한교동 미스트 공병 키링),메디큐브,skincare,복합성,106,3,3,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 홍조, 주름, 트러블",1,skin_review_count=3 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000145581,oliveyoung,A000000145581,[수분민감/미세먼지OUT] 라곰 셀럽 마이크로 폼 클렌저 120ml,라곰,cleansing,민감성,57,3,2,1,0,0.6667,0.3333,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 모공, 트러블, 각질, 보습",0,skin_review_count=3 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000158752,oliveyoung,A000000158752,[1등마스크] 토리든 시트 마스크 10매 4종(수분/진정/브라이트닝/모공),토리든,maskpack,중성,280,2,2,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 주름",0,skin_review_count=2 (0~4이면 정상)
insufficient_evidence_samples,musinsa::4074501,musinsa,4074501,[2pack] 맑은 어성초 진정 무기자차 선크림 50ml [증정] 클렌징오일20ml,goodal,beauty,민감성,23,4,4,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"모공, 진정, 보습, 영양공급, 탄력",,0,skin_review_count=4 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000219046,oliveyoung,A000000219046,[수분 진정] 에뛰드 순정 디렉터 수분 선크림 50ml 1+1기획(NEW),에뛰드,suncare,건성,143,4,4,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 주름, 탄력",1,skin_review_count=4 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000230821,oliveyoung,A000000230821,[수분민감/미세먼지OUT] 라곰 셀럽 마이크로 폼 클렌저 2종 택 1,라곰,cleansing,중성,293,2,2,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 트러블",1,skin_review_count=2 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000225475,oliveyoung,A000000225475,[대용량] 토리든 히알루론산 다이브인 마스크 20매,토리든,maskpack,복합성,141,2,2,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"모공, 보습",1,skin_review_count=2 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000226553,oliveyoung,A000000226553,[유수분밸런스]브링그린 티트리 시카 수딩 크림 플러스 100ml (2입/단품),브링그린,skincare,중성,267,4,4,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 주름, 보습",0,skin_review_count=4 (0~4이면 정상)
insufficient_evidence_samples,oliveyoung::A000000202446,oliveyoung,A000000202446,"[6월올영픽]식물나라 뽀얀쌀 생기 톤업 수분 선 크림 100mL 단품 3종 (생기,보라,초록)",식물나라,suncare,건성,100,4,4,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,,"미백, 주름, 각질, 보습, 탄력",0,skin_review_count=4 (0~4이면 정상)
insufficient_evidence_samples,musinsa::5673632,musinsa,5673632,그린 토마토 애시드 20 워시 오프 필링 세럼 50ml,fully,beauty,지성,7,4,4,0,0,1.0,0.0,0.0,근거 부족,insufficient_evidence,선택 피부 타입 리뷰 수가 적어 참고용으로만 확인하세요.,"유수분 조절, 모공, 트러블, 진정, 보습",,0,skin_review_count=4 (0~4이면 정상)
normal_samples,oliveyoung::A000000205435,oliveyoung,A000000205435,[빙하수쿨링패드/더블기획] 셀퓨전씨 포스트 알파 쿨링 패드 70매 더블기획(쿨링/시카쿨링),셀퓨전씨,maskpack,복합성,308,43,36,6,1,0.8372,0.1395,0.0233,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"주름, 미백, 홍조, 트러블, 보습",7,neg_rate=0.023
normal_samples,musinsa::2637406,musinsa,2637406,어반쉐이드 쿨카밍 선스틱 SPF50+ PA++++ 20g,dewytree,beauty,복합성,1398,517,468,40,9,0.9052,0.0774,0.0174,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,neg_rate=0.017
normal_samples,musinsa::3098201,musinsa,3098201,[사은품 증정] (대용량) 레티놀 시카 흔적 앰플 50mL + 10mL 2개,innisfree,beauty,복합성,2631,886,799,64,23,0.9018,0.0722,0.026,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 트러블, 유수분 조절",,0,neg_rate=0.026
normal_samples,musinsa::2570504,musinsa,2570504,DMT 페이셜 수분 크림 150ml+추가증정,physiogel,beauty,복합성,1216,495,455,31,9,0.9192,0.0626,0.0182,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,neg_rate=0.018
normal_samples,oliveyoung::A000000190369,oliveyoung,A000000190369,[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,AHC,skincare,민감성,313,19,19,0,0,1.0,0.0,0.0,참고 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"보습, 트러블, 주름, 미백, 각질",4,neg_rate=0.000
normal_samples,oliveyoung::A000000185112,oliveyoung,A000000185112,브링그린 프레시 마스크 1매/10매 (히알루 수분/티트리 진정/글루타치온 톤업/알로에 수딩),브링그린,maskpack,건성,300,55,52,0,3,0.9455,0.0,0.0545,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 트러블, 주름, 모공, 보습",3,neg_rate=0.055
normal_samples,musinsa::3505072,musinsa,3505072,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),torriden,beauty,지성,1461,273,261,11,1,0.956,0.0403,0.0037,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 트러블, 모공, 유수분 조절",,0,neg_rate=0.004
normal_samples,musinsa::4240698,musinsa,4240698,퍼퓸 버블 대용량 핸드워시 515ml 5종 선물세트,hetrasbeauty,beauty,복합성,173,98,91,3,4,0.9286,0.0306,0.0408,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 트러블, 유수분 조절",,0,neg_rate=0.041
normal_samples,musinsa::6213430,musinsa,6213430,언리시아 선셋 대즐 글로스 밤,unleashia,beauty,건성,20,7,7,0,0,1.0,0.0,0.0,참고 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 유수분 조절, 영양공급, 탄력",,0,neg_rate=0.000
normal_samples,oliveyoung::A000000232724,oliveyoung,A000000232724,[NO.1 미스트세럼] 달바 퍼스트 스프레이 세럼 100ml 2개 기획,달바,skincare,지성,294,36,31,1,4,0.8611,0.0278,0.1111,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 모공, 주름, 홍조, 보습",5,neg_rate=0.111
normal_samples,oliveyoung::A000000205004,oliveyoung,A000000205004,[피지케어/화잘먹팩] 토르홉 무스타 콩테 체인저블 퀵 마스크 60g/90g,토르홉,maskpack,건성,252,19,17,1,1,0.8947,0.0526,0.0526,참고 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"보습, 미백, 주름, 모공, 트러블",4,neg_rate=0.053
normal_samples,musinsa::1619465,musinsa,1619465,울트라리페어 로션 350ml 2 pack + 트러블 미스트 30ml 증정,illiyoon,beauty,복합성,156,28,26,2,0,0.9286,0.0714,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,neg_rate=0.000
normal_samples,musinsa::3775064,musinsa,3775064,비건 핸드크림 3개 골라담기,kamill,beauty,복합성,788,331,314,15,2,0.9486,0.0453,0.006,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,neg_rate=0.006
normal_samples,oliveyoung::A000000254406,oliveyoung,A000000254406,NEW[파데프리/톤업선/톤업선크림] 체이싱래빗 올어바웃 글로우 톤업 선 70ml,체이싱래빗,suncare,지성,127,31,31,0,0,1.0,0.0,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"주름, 미백, 각질, 보습, 모공",7,neg_rate=0.000
normal_samples,musinsa::2172345,musinsa,2172345,아토베리어365 크림 80ml,aestura,beauty,복합성,5697,2410,2252,132,26,0.9344,0.0548,0.0108,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,neg_rate=0.011
normal_samples,musinsa::2959816,musinsa,2959816,[SET] 다이브인 저분자 히알루론산 세럼 50ml+40ml (+시카컨트롤세럼 10ml),torriden,beauty,건성,11221,1642,1549,72,21,0.9434,0.0438,0.0128,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 탄력, 유수분 조절",,0,neg_rate=0.013
normal_samples,musinsa::4701719,musinsa,4701719,레이저 UV 썬스크린 50ml,cellfusionc,beauty,복합성,733,338,312,23,3,0.9231,0.068,0.0089,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 탄력",,0,neg_rate=0.009
normal_samples,musinsa::5848372,musinsa,5848372,리얼 히알루로닉 100 토너 500ml,wellage,beauty,복합성,118,63,60,3,0,0.9524,0.0476,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,neg_rate=0.000
normal_samples,musinsa::4485242,musinsa,4485242,[보이넥스트도어 PICK] 니치퍼퓸 핸드크림 월넛크릭그린,bibiang,beauty,지성,457,85,82,3,0,0.9647,0.0353,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 트러블, 모공, 유수분 조절",,0,neg_rate=0.000
normal_samples,musinsa::4234036,musinsa,4234036,호텔 테라피 퍼퓸 대용량  바디로션 1013ml,hetrasbeauty,beauty,건성,964,244,231,12,1,0.9467,0.0492,0.0041,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 탄력, 영양공급, 모공",,0,neg_rate=0.004
base_skin_type_지성,musinsa::3505072,musinsa,3505072,[SET] 다이브인 저분자 히알루론산 토너 300ml  x  2개 (+다이브인 크림 20ml),torriden,beauty,지성,1461,273,261,11,1,0.956,0.0403,0.0037,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 트러블, 모공, 유수분 조절",,0,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000232724,oliveyoung,A000000232724,[NO.1 미스트세럼] 달바 퍼스트 스프레이 세럼 100ml 2개 기획,달바,skincare,지성,294,36,31,1,4,0.8611,0.0278,0.1111,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 모공, 주름, 홍조, 보습",5,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000254406,oliveyoung,A000000254406,NEW[파데프리/톤업선/톤업선크림] 체이싱래빗 올어바웃 글로우 톤업 선 70ml,체이싱래빗,suncare,지성,127,31,31,0,0,1.0,0.0,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"주름, 미백, 각질, 보습, 모공",7,base_skin_type=지성 확인
base_skin_type_지성,musinsa::4485242,musinsa,4485242,[보이넥스트도어 PICK] 니치퍼퓸 핸드크림 월넛크릭그린,bibiang,beauty,지성,457,85,82,3,0,0.9647,0.0353,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 트러블, 모공, 유수분 조절",,0,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000252917,oliveyoung,A000000252917,[온라인단독] 라로슈포제 시카플라스트 밤 B5+& 멀티리페어 크림 B5 100ml 기획 (+시카에센스 7.5ml*2),라로슈포제,skincare,지성,227,37,22,2,13,0.5946,0.0541,0.3514,비교적 신뢰 가능,high_negative_signal,선택 피부 타입 리뷰에서 부정 반응 비율이 상대적으로 높습니다. 구매 전 부정 리뷰를 먼저 확인하세요.,,"보습, 미백, 주름, 각질, 홍조",10,base_skin_type=지성 확인
base_skin_type_지성,musinsa::6239507,musinsa,6239507,피브 하이퍼 하이드로 세럼 100ml,feev,beauty,지성,2656,863,812,49,2,0.9409,0.0568,0.0023,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"유수분 조절, 모공, 진정, 보습, 트러블",,0,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000250102,oliveyoung,A000000250102,라로슈포제 에빠끌라 딥 클렌징 포밍 크림 125ml 2입 기획 (+50ml),라로슈포제,cleansing,지성,234,42,29,5,8,0.6905,0.119,0.1905,비교적 신뢰 가능,moderate_negative_signal,선택 피부 타입 리뷰에서 일부 부정 반응이 확인됩니다.,,"보습, 미백, 주름, 각질, 홍조",7,base_skin_type=지성 확인
base_skin_type_지성,musinsa::2172345,musinsa,2172345,아토베리어365 크림 80ml,aestura,beauty,지성,5697,846,805,35,6,0.9515,0.0414,0.0071,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 트러블, 유수분 조절",,0,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000248826,oliveyoung,A000000248826,[5/15 하루특가/여배우광채크림] 메디큐브 PDRN 핑크 콜라겐 캡슐크림 55g 기획 (+4.5g*2ea),메디큐브,skincare,지성,266,42,36,6,0,0.8571,0.1429,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 모공, 주름, 각질, 보습",7,base_skin_type=지성 확인
base_skin_type_지성,musinsa::2632600,musinsa,2632600,아쿠아 오아시스 토너 300ml,snature,beauty,지성,3075,576,545,28,3,0.9462,0.0486,0.0052,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,base_skin_type=지성 확인
base_skin_type_지성,musinsa::6239322,musinsa,6239322,스킨 베리어 카밍 로션 이엑스 220ml,ongredients,beauty,지성,2189,272,240,27,5,0.8824,0.0993,0.0184,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 모공, 유수분 조절, 트러블",,0,base_skin_type=지성 확인
base_skin_type_지성,musinsa::3748858,musinsa,3748858,[무신사 단독] [2pack] 소나무 진정 시카 앰플 대용량 50ml (+동백 선세럼 7ml + 소나무 마스크 1매),roundlab,beauty,지성,1687,465,435,25,5,0.9355,0.0538,0.0108,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 트러블, 모공, 유수분 조절",,0,base_skin_type=지성 확인
base_skin_type_지성,musinsa::5006341,musinsa,5006341,에브리데이 선블록  SPF50+PA++++ 200ml,dermab,beauty,지성,240,68,61,4,3,0.8971,0.0588,0.0441,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 트러블, 모공, 유수분 조절",,0,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000229630,oliveyoung,A000000229630,스킨푸드 블랙슈가 마스크 워시오프 120g 더블기획 (본품+본품),스킨푸드,maskpack,지성,210,43,35,6,2,0.814,0.1395,0.0465,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"보습, 미백, 홍조, 주름, 트러블",3,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000156007,oliveyoung,A000000156007,[아침세안] 마녀공장 약산성 퓨리파잉 소다폼 150ml X2 기획,마녀공장,cleansing,지성,267,40,30,4,6,0.75,0.1,0.15,비교적 신뢰 가능,moderate_negative_signal,선택 피부 타입 리뷰에서 일부 부정 반응이 확인됩니다.,,"미백, 주름, 보습, 각질, 모공",9,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000237394,oliveyoung,A000000237394,[장도연 PICK/미니어처 증정] 메디힐 더마 크림 팩클렌저 120ml 단품/기획 2종 (+20ml 추가증정),메디힐,cleansing,지성,300,56,46,5,5,0.8214,0.0893,0.0893,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 주름, 모공, 트러블, 보습",11,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000202675,oliveyoung,A000000202675,[1등 클렌징밤] 바닐라코 클린잇제로 오리지널 클렌징밤 100ml,바닐라코,cleansing,지성,280,40,29,7,4,0.725,0.175,0.1,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 보습, 주름, 각질, 모공",6,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000205870,oliveyoung,A000000205870,[여드름/좁쌀] 스트라이덱스 맥스플러스패드 55매,스트라이덱스,maskpack,지성,222,40,29,5,6,0.725,0.125,0.15,비교적 신뢰 가능,moderate_negative_signal,선택 피부 타입 리뷰에서 일부 부정 반응이 확인됩니다.,,"보습, 미백, 주름, 각질, 모공",2,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000249802,oliveyoung,A000000249802,[총110ml] 비플레인 녹두 쿨링 수분 선크림 50ml 1+1 기획 (+10ml),비플레인,suncare,지성,278,59,50,4,5,0.8475,0.0678,0.0847,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 주름, 보습, 각질, 트러블",13,base_skin_type=지성 확인
base_skin_type_지성,oliveyoung::A000000246270,oliveyoung,A000000246270,[3초완성/화잘먹] 아로셀 슈퍼 콜라겐 버블 세럼 마스크 (90회분),아로셀,maskpack,지성,195,31,28,3,0,0.9032,0.0968,0.0,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 주름, 각질, 모공, 트러블",9,base_skin_type=지성 확인
base_skin_type_건성,oliveyoung::A000000185112,oliveyoung,A000000185112,브링그린 프레시 마스크 1매/10매 (히알루 수분/티트리 진정/글루타치온 톤업/알로에 수딩),브링그린,maskpack,건성,300,55,52,0,3,0.9455,0.0,0.0545,비교적 신뢰 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,,"미백, 트러블, 주름, 모공, 보습",3,base_skin_type=건성 확인
base_skin_type_건성,musinsa::6213430,musinsa,6213430,언리시아 선셋 대즐 글로스 밤,unleashia,beauty,건성,20,7,7,0,0,1.0,0.0,0.0,참고 가능,normal,선택 피부 타입 리뷰 기준으로 특별히 높은 부정 신호는 확인되지 않습니다.,"진정, 보습, 유수분 조절, 영양공급, 탄력",,0,base_skin_type=건성 확인
